player,position,season,Team,TOI,GF_60,GA_60,GPM_60,xGF_60,xGA_60,xGPM_60,CF_60,CA_60,CPM_60
JOHNNY.BOYCHUK,D,20172018,NYI,977.05,0.034,0.063,-0.029,-0.089,-0.026,-0.063,-0.18,1.64,-1.82
JOHNNY.BOYCHUK,D,20182019,NYI,1203.7,-0.023,0.019,-0.042,0.025,0.135,-0.11,1.42,3.42,-2
JOHNNY.GAUDREAU,F,20172018,CGY,1234.07,0.255,0.081,0.175,0.217,0.142,0.076,1.6,-0.37,1.97
JOHNNY.GAUDREAU,F,20182019,CGY,1319.35,0.231,0.085,0.146,0.177,0.073,0.104,1.84,0.16,1.68
JOHNNY.ODUYA,D,20172018,OTT/PHI,776.55,-0.037,-0.134,0.098,-0.157,-0.104,-0.053,-1.56,-1.29,-0.27
JOHN.QUENNEVILLE,F,20172018,N.J,26.22,-0.022,0.045,-0.067,-0.026,0.001,-0.027,0.58,-0.08,0.66
JOHN.QUENNEVILLE,F,20182019,N.J,194.78,-0.036,-0.098,0.062,-0.029,0.058,-0.087,0.06,0.03,0.03
JOHN.TAVARES,F,20172018,NYI,1202.03,0.174,0.16,0.014,0.209,0.17,0.039,3.2,-0.02,3.21
JOHN.TAVARES,F,20182019,TOR,1274.82,0.364,0.068,0.296,0.288,0.097,0.19,6.02,-0.52,6.54
JONAS.BRODIN,D,20172018,MIN,1325.82,0.168,-0.022,0.191,-0.012,-0.045,0.033,-2.88,0.34,-3.22
JONAS.BRODIN,D,20182019,MIN,1461.33,-0.229,-0.112,-0.117,-0.149,-0.188,0.039,-1.48,-3.31,1.83
JONAS.SIEGENTHALER,D,20182019,WSH,339.42,-0.026,-0.131,0.105,0.073,-0.206,0.279,-0.91,-1.17,0.26
JONATHAN.DROUIN,F,20172018,MTL,1056.2,-0.12,0.057,-0.177,-0.083,0.24,-0.323,-0.3,1.26,-1.57
JONATHAN.DROUIN,F,20182019,MTL,1091.08,-0.023,0.194,-0.217,-0.118,0.153,-0.272,-0.51,0.7,-1.21
JONATHAN.ERICSSON,D,20172018,DET,1326.82,-0.082,0.008,-0.09,-0.04,-0.076,0.036,-1.1,-2.07,0.97
JONATHAN.ERICSSON,D,20182019,DET,762.22,-0.177,-0.002,-0.175,-0.271,0.168,-0.439,-1.33,1.51,-2.85
JONATHAN.HUBERDEAU,F,20172018,FLA,1235.7,0.088,0.008,0.081,0.04,-0.026,0.065,1.92,-1.24,3.16
JONATHAN.HUBERDEAU,F,20182019,FLA,1199,0.195,0.041,0.154,0.13,0.001,0.129,2.35,-1.78,4.12
JONATHAN.MARCHESSAULT,F,20172018,VGK,1129.55,0.291,-0.099,0.39,0.083,0.035,0.048,2.24,-0.2,2.44
JONATHAN.MARCHESSAULT,F,20182019,VGK,1214.63,0.158,0.118,0.04,0.108,0.082,0.026,1.56,1.14,0.42
JONATHAN.TOEWS,F,20172018,CHI,1027.43,0.1,-0.004,0.104,0.245,0.037,0.208,6.96,0.02,6.94
JONATHAN.TOEWS,F,20182019,CHI,1263.07,0.147,0.096,0.05,0.058,0.123,-0.064,1.24,1,0.24
JON.MERRILL,D,20172018,VGK,526.13,-0.02,-0.133,0.113,-0.026,-0.118,0.093,-1.11,1.08,-2.19
JON.MERRILL,D,20182019,VGK,926.4,0.031,-0.089,0.119,0.157,-0.075,0.232,2.59,-2.81,5.4
JONNY.BRODZINSKI,F,20172018,L.A,321.92,0.004,-0.049,0.053,-0.126,0.064,-0.19,-1.87,1.4,-3.27
JONNY.BRODZINSKI,F,20182019,L.A,125.12,0.01,-0.038,0.048,-0.041,0.03,-0.071,-1.22,0.54,-1.75
JOONAS.DONSKOI,F,20172018,S.J,853.65,0.077,-0.099,0.176,0.179,-0.078,0.258,3.14,-3.63,6.78
JOONAS.DONSKOI,F,20182019,S.J,1013.7,0.089,-0.118,0.207,0.028,-0.106,0.135,-0.96,-1.65,0.69
JORDAN.EBERLE,F,20172018,NYI,1112.47,0.258,0.08,0.179,0.36,0.1,0.26,5.15,-1.37,6.52
JORDAN.EBERLE,F,20182019,NYI,1042.83,-0.053,0.055,-0.109,0.123,0.212,-0.089,2.05,2.03,0.02
JORDAN.GREENWAY,F,20172018,MIN,66.58,-0.033,-0.011,-0.022,-0.038,-0.068,0.031,-0.64,-0.98,0.33
JORDAN.GREENWAY,F,20182019,MIN,1023.27,-0.146,-0.056,-0.09,-0.106,-0.054,-0.051,-3.97,0.02,-3.99
JORDAN.KYROU,F,20182019,STL,149.18,-0.059,-0.022,-0.037,-0.074,0.113,-0.187,-3.13,3.27,-6.41
JORDAN.MARTINOOK,F,20172018,ARI,958.25,-0.225,0.049,-0.275,0.061,-0.172,0.233,1.52,-2.96,4.48
JORDAN.MARTINOOK,F,20182019,CAR,1027.98,-0.027,0.165,-0.192,0.295,-0.139,0.434,2.59,-1.58,4.17
JORDAN.NOLAN,F,20172018,BUF,656.17,-0.191,-0.096,-0.095,-0.172,-0.213,0.041,-4.15,-0.39,-3.76
JORDAN.NOLAN,F,20182019,STL,107.45,0.068,0.02,0.048,0.097,-0.002,0.099,1.6,0.32,1.28
JORDAN.OESTERLE,D,20172018,CHI,991.27,-0.012,0.097,-0.109,-0.038,-0.076,0.039,-0.95,-1.21,0.26
JORDAN.OESTERLE,D,20182019,ARI,1120.37,0.037,0.06,-0.023,-0.081,0.001,-0.082,-1.28,2.18,-3.46
JORDAN.SCHMALTZ,D,20172018,STL,135.93,-0.05,-0.049,-0.001,-0.073,-0.074,0.001,-1.25,-1.24,-0.02
JORDAN.SCHMALTZ,D,20182019,STL,218.15,-0.094,0.104,-0.198,-0.088,0.126,-0.214,-2.64,3.28,-5.92
JORDAN.SCHROEDER,F,20172018,CBJ,153.15,-0.088,0.011,-0.1,0.011,0.071,-0.06,0.1,1.59,-1.49
JORDAN.STAAL,F,20172018,CAR,1136.32,0.037,-0.011,0.049,0.175,-0.076,0.25,2.42,-0.5,2.91
JORDAN.STAAL,F,20182019,CAR,702.5,-0.018,-0.065,0.047,0.207,-0.146,0.353,5.24,-4.11,9.36
JORDAN.SZWARZ,F,20172018,BOS,125.55,-0.044,0.054,-0.098,-0.053,0.017,-0.069,-2.35,0.52,-2.87
JORDAN.WEAL,F,20172018,PHI,780.83,-0.016,0.073,-0.09,0.021,-0.08,0.101,0.51,-1.81,2.32
JORDAN.WEAL,F,20182019,ARI/MTL/PHI,765.73,-0.12,0,-0.12,0.128,-0.206,0.335,3.46,-3.97,7.43
JORDIE.BENN,D,20172018,MTL,1271.03,-0.208,-0.154,-0.054,-0.03,-0.087,0.057,-0.06,0.46,-0.53
JORDIE.BENN,D,20182019,MTL,1225.95,0.089,0.072,0.016,-0.011,-0.095,0.084,-0.4,-1.26,0.86
JORI.LEHTERA,F,20172018,PHI,564.77,-0.157,-0.027,-0.129,-0.21,-0.088,-0.122,-1.21,-2.19,0.98
JORI.LEHTERA,F,20182019,PHI,197.2,-0.068,0.089,-0.157,-0.064,-0.069,0.005,-1.26,-1.59,0.33
JOSEPH.BLANDISI,F,20172018,ANA,34.73,0.018,-0.032,0.05,-0.054,-0.061,0.007,-0.4,-1.32,0.92
JOSEPH.BLANDISI,F,20182019,ANA/PIT,64.87,-0.038,0.011,-0.05,-0.015,0.017,-0.033,0.12,0.9,-0.78
JOSEPH.GAMBARDELLA,F,20182019,EDM,121.4,0.045,-0.024,0.07,-0.099,0.008,-0.107,-2.14,0.69,-2.83
JOSH.ANDERSON,F,20172018,CBJ,964.5,0.009,-0.013,0.023,0.079,-0.001,0.08,2.01,1.02,0.99
JOSH.ANDERSON,F,20182019,CBJ,1148.18,0.191,-0.227,0.418,0.076,-0.095,0.171,2.22,0.31,1.91
JOSH.ARCHIBALD,F,20172018,ARI/PIT,450.53,-0.059,-0.039,-0.019,-0.164,-0.056,-0.109,-2.11,-0.58,-1.53
JOSH.ARCHIBALD,F,20182019,ARI,786.47,0,-0.03,0.03,-0.2,-0.038,-0.162,-2.22,3.32,-5.54
JOSH.BAILEY,F,20172018,NYI,1079.42,-0.018,0.104,-0.123,-0.03,0.266,-0.297,-1.01,2.84,-3.85
JOSH.BAILEY,F,20182019,NYI,1140.42,0.067,-0.016,0.083,0.09,0.039,0.05,-2.16,1.36,-3.52
JOSH.BROWN,D,20182019,FLA,457.88,-0.138,-0.101,-0.037,-0.084,-0.081,-0.003,-2.36,-2.85,0.5
JOSH.CURRIE,F,20182019,EDM,181.65,0.019,-0.053,0.072,-0.039,-0.035,-0.004,0.13,1.61,-1.48
JOSH.GORGES,D,20172018,BUF,439.63,-0.071,-0.054,-0.017,-0.119,-0.172,0.054,-3.51,0.34,-3.85
JOSH.JACOBS,D,20182019,N.J,14.9,-0.012,0.012,-0.025,-0.009,-0.002,-0.008,-0.43,-0.13,-0.29
JOSH.JOORIS,F,20172018,CAR/PIT,348.53,-0.104,-0.054,-0.051,-0.049,-0.016,-0.033,-0.7,-0.29,-0.41
JOSH.LEIVO,F,20172018,TOR,135.77,-0.005,-0.034,0.029,0.028,-0.02,0.048,-0.59,-0.47,-0.12
JOSH.LEIVO,F,20182019,TOR/VAN,872.38,0.026,-0.204,0.23,0.002,-0.117,0.119,2.97,-2.84,5.82
JOSH.MAHURA,D,20182019,ANA,224.83,-0.076,0.01,-0.086,-0.039,0.224,-0.262,-1.52,3.12,-4.64
JOSH.MANSON,D,20172018,ANA,1392.5,0.242,-0.22,0.462,0.129,-0.035,0.163,-0.05,-2.27,2.21
JOSH.MANSON,D,20182019,ANA,1381.73,-0.14,0.003,-0.143,-0.109,-0.051,-0.058,-1.19,-1.12,-0.08
JOSH.MORRISSEY,D,20172018,WPG,1408.62,0.116,0.029,0.087,0.031,-0.118,0.149,0.13,-0.84,0.97
JOSH.MORRISSEY,D,20182019,WPG,1027.8,0.135,0.017,0.118,0.046,0.009,0.037,1.23,0.31,0.92
JOSH.TEVES,D,20182019,VAN,13.28,-0.015,0.014,-0.029,0.02,-0.01,0.03,-0.3,0.07,-0.37
JOSHUA.HO-SANG,F,20172018,NYI,262.98,0.048,0.097,-0.05,-0.041,0.082,-0.123,-0.86,-0.69,-0.16
JOSHUA.HO-SANG,F,20182019,NYI,125.55,-0.057,-0.085,0.028,-0.051,-0.119,0.069,1.89,-3.58,5.47
J.T..BROWN,F,20172018,ANA/T.B,409.23,-0.169,-0.018,-0.151,-0.054,-0.115,0.061,0.14,-1.56,1.7
J.T..BROWN,F,20182019,MIN,493.98,-0.016,-0.049,0.034,-0.054,-0.043,-0.012,-0.88,0.51,-1.39
J.T..COMPHER,F,20172018,COL,827.75,-0.291,0.052,-0.343,-0.18,-0.02,-0.16,-0.14,0.45,-0.59
J.T..COMPHER,F,20182019,COL,789.35,-0.107,-0.021,-0.086,-0.027,0.06,-0.087,-1.04,2.11,-3.15
J.T..MILLER,F,20172018,NYR/T.B,1150.78,0.174,0.066,0.109,0.094,0.076,0.017,0.02,1.84,-1.82
J.T..MILLER,F,20182019,T.B,880.57,0.037,-0.077,0.114,0.018,-0.113,0.131,1.91,-2.94,4.84
JUHO.LAMMIKKO,F,20182019,FLA,362.08,-0.149,-0.039,-0.111,-0.11,-0.087,-0.023,-1.73,0.47,-2.21
JUJHAR.KHAIRA,F,20172018,EDM,745,-0.092,-0.011,-0.08,-0.134,-0.013,-0.122,-1.37,-2.21,0.84
JUJHAR.KHAIRA,F,20182019,EDM,653.83,-0.061,0.103,-0.165,-0.078,-0.08,0.002,-2.82,-2.11,-0.71
JULIUS.HONKA,D,20172018,DAL,486.47,-0.068,-0.05,-0.018,0.024,-0.034,0.057,1.22,-0.29,1.51
JULIUS.HONKA,D,20182019,DAL,374.38,0.04,0.102,-0.062,0.119,-0.093,0.211,-1.14,-0.9,-0.25
JUSSI.JOKINEN,F,20172018,CBJ/EDM/L.A/VAN,597.6,-0.159,-0.164,0.005,0.03,-0.141,0.171,1.69,-0.79,2.48
JUSTIN.ABDELKADER,F,20172018,DET,932.92,-0.019,0.052,-0.071,0.091,0.119,-0.028,0.26,0.59,-0.33
JUSTIN.ABDELKADER,F,20182019,DET,892.03,-0.249,-0.046,-0.204,-0.118,0.131,-0.249,-2.01,1.51,-3.52
JUSTIN.AUGER,F,20172018,L.A,15.98,-0.014,0.009,-0.023,-0.011,0.026,-0.038,-0.34,0.44,-0.78
JUSTIN.BAILEY,F,20172018,BUF,120.88,0.016,0.019,-0.002,-0.02,-0.024,0.004,-1.35,0.4,-1.75
JUSTIN.BAILEY,F,20182019,PHI,63.08,-0.009,-0.021,0.011,-0.056,-0.005,-0.051,0.2,1.67,-1.46
JUSTIN.BRAUN,D,20172018,S.J,1457.35,0,-0.013,0.014,-0.103,-0.004,-0.098,-4.18,2.08,-6.26
JUSTIN.BRAUN,D,20182019,S.J,1378.33,-0.391,-0.08,-0.311,-0.233,-0.165,-0.068,-4.69,-1.12,-3.57
JUSTIN.DOWLING,F,20182019,DAL,127.93,-0.071,0.036,-0.107,-0.011,-0.102,0.091,0.2,-0.43,0.63
JUSTIN.FALK,D,20172018,BUF,659.78,-0.171,0.039,-0.21,-0.122,-0.03,-0.092,-4.55,1.73,-6.27
JUSTIN.FALK,D,20182019,OTT,117.72,-0.067,0.001,-0.068,-0.084,-0.002,-0.082,-1.69,-0.74,-0.95
JUSTIN.FAULK,D,20172018,CAR,1388.85,-0.079,0.142,-0.221,0.16,0.017,0.143,3.31,-1.19,4.5
JUSTIN.FAULK,D,20182019,CAR,1420.97,-0.018,-0.078,0.06,-0.084,0.119,-0.203,0.96,1.72,-0.76
JUSTIN.HOLL,D,20172018,TOR,32.18,0.082,-0.028,0.11,0.082,0.028,0.054,1.83,0.2,1.64
JUSTIN.HOLL,D,20182019,TOR,136.8,-0.001,0.144,-0.144,0.003,0.08,-0.078,-1.54,-0.16,-1.39
JUSTIN.KLOOS,F,20172018,MIN,8.55,-0.009,-0.007,-0.002,0.011,-0.016,0.027,0.24,-0.13,0.37
JUSTIN.KLOOS,F,20182019,ANA,7.07,-0.007,-0.008,0.001,-0.004,-0.02,0.016,0.08,-0.56,0.63
JUSTIN.SCHULTZ,D,20172018,PIT,1053.98,0.26,-0.066,0.326,0.142,0.085,0.056,-0.16,2.41,-2.58
JUSTIN.SCHULTZ,D,20182019,PIT,509.88,-0.06,-0.086,0.027,-0.145,0.082,-0.227,-2.47,2.12,-4.59
JUSTIN.WILLIAMS,F,20172018,CAR,1158.73,0.046,0.046,0,-0.016,0.026,-0.041,3.06,-1.11,4.17
JUSTIN.WILLIAMS,F,20182019,CAR,1161.65,0.044,-0.059,0.102,0.193,-0.172,0.365,5.09,-2.11,7.2
JUUSO.RIIKOLA,D,20182019,PIT,558.75,-0.034,-0.092,0.058,-0.064,0.019,-0.083,-0.4,2.18,-2.58
JUUSO.VALIMAKI,D,20182019,CGY,333.65,-0.1,0.006,-0.106,-0.035,0.022,-0.057,-1.36,0.88,-2.24
KAILER.YAMAMOTO,F,20172018,EDM,122.1,-0.065,-0.023,-0.042,0.03,-0.094,0.124,2.38,-0.53,2.91
KAILER.YAMAMOTO,F,20182019,EDM,197,-0.102,-0.004,-0.098,-0.015,-0.001,-0.014,0.76,-0.48,1.24
KALLE.KOSSILA,F,20172018,ANA,89.35,-0.039,0.063,-0.101,-0.008,0.053,-0.061,-1,-1.34,0.34
KALLE.KOSSILA,F,20182019,ANA,66.65,-0.046,-0.01,-0.036,-0.07,-0.025,-0.044,-1.62,-0.67,-0.96
KARL.ALZNER,D,20172018,MTL,1391.63,-0.101,-0.086,-0.016,-0.223,-0.067,-0.156,-2.59,-1.54,-1.05
KARL.ALZNER,D,20182019,MTL,135.52,-0.045,-0.063,0.018,-0.109,-0.076,-0.033,-1.09,-0.5,-0.6
KARSON.KUHLMAN,F,20182019,BOS,125.43,0.1,-0.016,0.116,0.019,-0.047,0.066,0.68,-1.69,2.37
KASPERI.KAPANEN,F,20172018,TOR,380.03,-0.123,-0.055,-0.068,0.081,-0.034,0.115,0.4,-2.6,3
KASPERI.KAPANEN,F,20182019,TOR,1086.9,0.18,0.006,0.174,0.145,0.015,0.13,4.05,-0.86,4.91
KEEGAN.LOWE,D,20172018,EDM,25.48,-0.003,0.024,-0.026,0.008,0.04,-0.032,0.16,0.66,-0.49
KEITH.YANDLE,D,20172018,FLA,1492.17,0.052,-0.026,0.077,-0.075,0.019,-0.094,-0.19,1.68,-1.87
KEITH.YANDLE,D,20182019,FLA,1459.47,0.058,0.114,-0.056,0.078,0.175,-0.097,2.14,2.65,-0.52
KENNY.AGOSTINO,F,20172018,BOS,44.92,-0.019,0.008,-0.028,-0.01,0.044,-0.054,-0.64,0.93,-1.57
KENNY.AGOSTINO,F,20182019,MTL/N.J,721.17,-0.056,-0.097,0.041,-0.005,-0.085,0.079,0.88,-2.93,3.81
KERBY.RYCHEL,F,20172018,MTL,41.07,0.013,0.055,-0.042,0.003,0.085,-0.082,0.18,1.03,-0.85
KERBY.RYCHEL,F,20182019,CGY,17.85,-0.017,0.01,-0.027,-0.028,0.063,-0.092,-0.46,0.64,-1.09
KEVAN.MILLER,D,20172018,BOS,1151.37,-0.05,-0.065,0.015,0.037,-0.128,0.165,-0.7,-2.09,1.39
KEVAN.MILLER,D,20182019,BOS,614.6,-0.007,-0.078,0.071,-0.093,0.02,-0.113,0.47,1.22,-0.75
KEVIN.BIEKSA,D,20172018,ANA,908.43,-0.264,-0.003,-0.261,-0.039,0.167,-0.206,-2.1,3.11,-5.21
KEVIN.CONNAUTON,D,20172018,ARI,1047.45,0.103,-0.029,0.132,-0.1,0.151,-0.251,0.77,4.73,-3.96
KEVIN.CONNAUTON,D,20182019,ARI,764.23,-0.04,0.059,-0.099,0.009,0.1,-0.091,1.92,5.33,-3.41
KEVIN.FIALA,F,20172018,NSH,1016.93,0.04,-0.151,0.19,0.226,-0.052,0.277,3.94,0.71,3.23
KEVIN.FIALA,F,20182019,MIN/NSH,1087.15,-0.16,0.117,-0.277,0.03,0.12,-0.09,1.49,1.67,-0.18
KEVIN.GRAVEL,D,20172018,L.A,206.58,-0.048,0.008,-0.055,-0.044,-0.008,-0.036,-0.49,1.82,-2.31
KEVIN.GRAVEL,D,20182019,EDM,469.22,-0.055,-0.085,0.03,-0.016,-0.056,0.04,0.56,-1.17,1.73
KEVIN.HAYES,F,20172018,NYR,1038.3,0.062,-0.066,0.128,0.195,0.049,0.145,-0.27,-0.05,-0.23
KEVIN.HAYES,F,20182019,NYR/WPG,981.62,0.109,0.002,0.107,0.114,-0.129,0.243,1.19,-2.65,3.85
KEVIN.LABANC,F,20172018,S.J,905.83,0.018,0.014,0.004,0.035,0.002,0.033,3.78,-1.62,5.4
KEVIN.LABANC,F,20182019,S.J,940.47,0.12,0.108,0.012,-0.001,0.138,-0.14,2.9,0.96,1.94
KEVIN.ROONEY,F,20172018,N.J,11.02,-0.009,-0.01,0.001,0.001,-0.015,0.017,-0.34,-0.43,0.09
KEVIN.ROONEY,F,20182019,N.J,425.65,-0.008,0.019,-0.028,-0.025,-0.081,0.056,-3.23,-1.27,-1.96
KEVIN.ROY,F,20172018,ANA,310.43,-0.018,-0.081,0.063,-0.032,0.061,-0.093,-1.91,0.57,-2.49
KEVIN.ROY,F,20182019,ANA,36.63,-0.033,-0.013,-0.02,-0.003,-0.049,0.046,0.72,-1.84,2.56
KEVIN.SHATTENKIRK,D,20172018,NYR,763.97,-0.036,0.072,-0.108,-0.157,0.13,-0.286,-2.36,1.06,-3.42
KEVIN.SHATTENKIRK,D,20182019,NYR,1146.32,-0.074,-0.015,-0.059,0.013,-0.063,0.076,0.57,0.15,0.42
KEVIN.STENLUND,F,20182019,CBJ,43.77,-0.049,-0.049,0,-0.025,-0.079,0.054,-0.25,-0.69,0.44
KIEFER.SHERWOOD,F,20182019,ANA,545.48,-0.025,-0.015,-0.01,0.018,0.122,-0.104,-0.1,2.95,-3.04
KLAS.DAHLBECK,D,20172018,CAR,501.65,-0.053,0.046,-0.099,-0.124,0.06,-0.184,-2.92,1.23,-4.15
KOLE.SHERWOOD,F,20182019,CBJ,16.9,0.01,-0.02,0.03,-0.007,-0.004,-0.004,-0.41,0.15,-0.56
KORBINIAN.HOLZER,D,20172018,ANA,169.43,-0.059,-0.006,-0.054,-0.034,-0.051,0.017,-3.07,0.21,-3.27
KORBINIAN.HOLZER,D,20182019,ANA,290.22,0.127,0.006,0.12,0.007,-0.007,0.014,-0.3,-0.44,0.14
KRIS.LETANG,D,20172018,PIT,1501.63,-0.012,0.206,-0.218,0.15,-0.04,0.19,2.94,-3.61,6.55
KRIS.LETANG,D,20182019,PIT,1279.37,0.236,-0.032,0.268,0.16,0.035,0.125,3.9,-1.4,5.3
KRIS.RUSSELL,D,20172018,EDM,1299.63,-0.087,0.033,-0.12,0.049,-0.024,0.073,-1.69,1.97,-3.66
KRIS.RUSSELL,D,20182019,EDM,1300.32,-0.049,-0.123,0.074,-0.062,-0.13,0.068,-3.42,0.7,-4.12
KRISTIAN.VESALAINEN,F,20182019,WPG,32.87,-0.005,-0.006,0.002,-0.007,-0.003,-0.004,0.08,0.63,-0.55
KRIS.VERSTEEG,F,20172018,CGY,238.58,-0.102,-0.062,-0.039,-0.146,-0.036,-0.11,-1.09,1.31,-2.4
KURTIS.GABRIEL,F,20182019,N.J,160.45,0.008,-0.015,0.023,-0.131,0.007,-0.139,-2.33,2.17,-4.5
KURTIS.MACDERMID,D,20172018,L.A,372.58,-0.074,-0.008,-0.067,-0.115,0.249,-0.364,-3.13,3,-6.13
KURTIS.MACDERMID,D,20182019,L.A,97.73,0.005,0.022,-0.017,-0.007,-0.014,0.007,-1.17,-1.37,0.2
KYLE.BRODZIAK,F,20172018,STL,926.28,0.072,-0.132,0.204,-0.024,-0.116,0.093,0.07,0.49,-0.42
KYLE.BRODZIAK,F,20182019,EDM,683.13,-0.211,0.045,-0.257,-0.092,0.006,-0.098,0.52,1.93,-1.41
KYLE.CAPOBIANCO,D,20172018,ARI,13.53,0.014,0.033,-0.02,0.007,0.119,-0.112,-0.21,0.4,-0.61
KYLE.CAPOBIANCO,D,20182019,ARI,27.07,-0.026,-0.003,-0.023,-0.041,0.007,-0.047,-1.36,0.08,-1.45
KYLE.CLIFFORD,F,20172018,L.A,516,-0.136,-0.059,-0.077,0.122,-0.008,0.13,1.43,-2.91,4.35
KYLE.CLIFFORD,F,20182019,L.A,729.7,0.007,-0.125,0.132,0.147,-0.035,0.182,4.21,-1.87,6.08
KYLE.CONNOR,F,20172018,WPG,1069.92,0.112,0.037,0.076,0.113,0.027,0.086,0.87,0.62,0.25
KYLE.CONNOR,F,20182019,WPG,1196.63,0.216,0.238,-0.022,0.075,0.165,-0.089,1.15,1.86,-0.71
KYLE.CRISCUOLO,F,20172018,BUF,68.63,-0.054,0.026,-0.081,-0.034,-0.067,0.033,-0.13,-0.13,0
KYLE.OKPOSO,F,20172018,BUF,986.07,-0.083,0.102,-0.186,-0.231,0.021,-0.252,-2.69,0.58,-3.27
KYLE.OKPOSO,F,20182019,BUF,905.65,-0.074,-0.117,0.043,-0.194,-0.083,-0.111,-2.77,-0.41,-2.36
KYLE.PALMIERI,F,20172018,N.J,827.82,-0.008,-0.043,0.035,0.013,0.067,-0.054,-0.02,0.39,-0.41
KYLE.PALMIERI,F,20182019,N.J,1022.38,0.119,-0.131,0.25,-0.06,-0.155,0.095,-3.02,-0.01,-3.01
KYLE.QUINCEY,D,20172018,MIN,209.87,-0.076,0.086,-0.162,0.06,0.127,-0.068,-1.98,1.73,-3.71
KYLE.RAU,F,20172018,MIN,32.98,-0.009,-0.007,-0.002,-0.032,0.008,-0.039,-0.13,0,-0.12
KYLE.RAU,F,20182019,MIN,41.93,-0.011,-0.014,0.003,-0.012,-0.023,0.011,0.36,-1.11,1.48
KYLE.TURRIS,F,20172018,NSH/OTT,1059.55,0.083,-0.129,0.211,0.156,0.081,0.076,2.96,2.77,0.19
KYLE.TURRIS,F,20182019,NSH,727.4,-0.097,0.017,-0.114,-0.016,0.033,-0.049,-1.47,2.13,-3.6
LANCE.BOUMA,F,20172018,CHI,488.13,-0.082,-0.084,0.002,0.051,-0.164,0.214,-0.62,-1.27,0.65
LANDON.FERRARO,F,20172018,MIN,8.22,0.017,-0.008,0.024,0.011,-0.008,0.02,-0.18,0.14,-0.32
LARS.ELLER,F,20172018,WSH,961.65,-0.061,0.156,-0.217,0.037,0.11,-0.073,1.54,1.8,-0.26
LARS.ELLER,F,20182019,WSH,1008.05,0.015,0.015,0,0.101,-0.024,0.125,2.81,-2.35,5.16
LAURENT.DAUPHIN,F,20172018,ARI,14.45,-0.014,0.012,-0.026,-0.015,-0.004,-0.012,-0.03,0.38,-0.41
LAURENT.DAUPHIN,F,20182019,ARI,12.32,-0.013,0.016,-0.028,0.019,-0.009,0.028,-0.19,0.16,-0.35
LAWRENCE.PILUT,D,20182019,BUF,541.13,-0.005,0.063,-0.068,-0.003,-0.13,0.127,0.52,-2.29,2.82
LAWSON.CROUSE,F,20172018,ARI,115.65,-0.047,0.073,-0.12,-0.056,0.044,-0.1,-0.38,0.44,-0.83
LAWSON.CROUSE,F,20182019,ARI,918.45,-0.079,-0.073,-0.005,-0.037,-0.053,0.017,-1.08,3.01,-4.1
LEE.STEMPNIAK,F,20172018,CAR,440.5,-0.125,-0.022,-0.103,-0.058,-0.023,-0.035,-1.31,-1.77,0.46
LEE.STEMPNIAK,F,20182019,BOS,15.52,-0.019,0.013,-0.032,-0.026,0.017,-0.042,-0.11,0.09,-0.2
LEO.KOMAROV,F,20172018,TOR,904.23,-0.222,-0.111,-0.111,-0.12,-0.041,-0.08,-2.12,1.98,-4.1
LEO.KOMAROV,F,20182019,NYI,969.55,0.041,-0.159,0.2,-0.127,-0.006,-0.122,-1.83,1.36,-3.19
LEON.DRAISAITL,F,20172018,EDM,1173.22,0.223,0.224,0,0.186,-0.021,0.207,2.41,-1.69,4.1
LEON.DRAISAITL,F,20182019,EDM,1433.97,0.416,0.229,0.187,0.134,0.186,-0.052,0.37,1.32,-0.95
LIAM.O'BRIEN,F,20172018,WSH,20.53,-0.019,-0.02,0.001,-0.028,-0.011,-0.017,-0.72,-0.25,-0.47
LIAS.ANDERSSON,F,20172018,NYR,79.57,0.023,-0.011,0.034,-0.04,0.07,-0.11,-0.24,0.57,-0.8
LIAS.ANDERSSON,F,20182019,NYR,418.72,-0.163,0.078,-0.241,-0.106,0.075,-0.18,-3.18,0.85,-4.04
LIBOR.HAJEK,D,20182019,NYR,77.35,0.005,-0.032,0.037,0.033,-0.075,0.108,0.28,-1.58,1.87
LIBOR.SULAK,D,20182019,DET,102.85,-0.045,0.067,-0.112,-0.044,0.054,-0.098,-0.84,1.15,-1.99
LOGAN.BROWN,F,20172018,OTT,22.92,0.026,0.024,0.001,-0.012,-0.011,-0.001,-0.15,-0.01,-0.14
LOGAN.BROWN,F,20182019,OTT,15.9,-0.019,0.006,-0.025,-0.011,-0.01,0,0.18,0.44,-0.27
LOGAN.COUTURE,F,20172018,S.J,1031.27,0.045,0.021,0.025,-0.034,0.01,-0.044,1.51,0.38,1.13
LOGAN.COUTURE,F,20182019,S.J,1097.82,0.229,0.259,-0.03,0.117,0.112,0.006,2.01,1.74,0.27
LOGAN.O'CONNOR,F,20182019,COL,31.47,-0.035,0.019,-0.054,-0.035,-0.038,0.003,-0.07,-0.43,0.36
LOGAN.SHAW,F,20172018,ANA/MTL,727.07,-0.14,-0.027,-0.113,-0.057,0.044,-0.102,-1.14,0.85,-1.99
LOUIE.BELPEDIO,D,20172018,MIN,14.42,0.034,-0.012,0.046,0.009,0.001,0.008,0.97,-0.04,1
LOUIE.BELPEDIO,D,20182019,MIN,25.97,0.002,-0.001,0.003,-0.011,0.009,-0.02,-0.34,0.4,-0.74
